Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,HH Support Beneficiaries Selected,First Installment,Second Installment,Individualls trained on Short Term Livelihood training,Number of trainings conducted on Short Term Livelihood training,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Individuals Selected for Enterprise Development,Group Selected for Enterprise Development,Individual Submitted Business Plan,Group Submitted Business Plans,Enterprise Support Completed - Individuals (cash transferred),Enterprise Support Completed - Group (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH083700000,PH083747000,#N/A,Leyte,Infosys,Tacloban City (Capital),Bagacay,168,168,168,,,,,,,,,,,,,,,
PH083700000,PH083748000,PH083748013,Leyte,IFRC,Tanauan,Cabarasan Guti,33,33,31,,,,,,,,,,,,,,,
PH083700000,PH083748000,PH083748036,Leyte,IFRC,Tanauan,Mohon,54,54,51,,,,,,,,,,,,,,,
PH083700000,PH083749000,PH083749002,Leyte,Spanish Red Cross,Tolosa,Canmogsay,99,99,99,74,2,2,2,,,,,,,,,,,
PH083700000,PH083749000,PH083749006,Leyte,Spanish Red Cross,Tolosa,Olot,152,152,147,112,2,4,4,,,,,,,,,,,
PH083700000,PH083749000,PH083749008,Leyte,Spanish Red Cross,Tolosa,Poblacion,119,119,115,104,2,1,1,,,,,,,,,,,
PH083700000,PH083749000,PH083749009,Leyte,Spanish Red Cross,Tolosa,Quilao,153,142,141,140,2,7,7,,,,,,,,,,,
PH083700000,PH083749000,PH083749010,Leyte,Spanish Red Cross,Tolosa,San Roque,482,398,397,391,2,11,11,,,,,,,,,,,
PH083700000,PH083749000,PH083749012,Leyte,Spanish Red Cross,Tolosa,Tanghas,179,135,134,124,2,2,2,,,,,,,,,,,
PH083700000,PH083749000,PH083749014,Leyte,Spanish Red Cross,Tolosa,Doña Brigida,253,219,219,175,2,1,1,,,,,,,,,,,
PH083700000,PH083749000,PH083749015,Leyte,Spanish Red Cross,Tolosa,Imelda,62,60,55,52,2,2,2,,,,,,,,,,,
PH083700000,PH083750000,PH083750001,Leyte,IFRC,Tunga,Astorga (Upart),68,68,68,,,,,,,,,,,,,,,
PH083700000,PH083750000,PH083750003,Leyte,IFRC,Tunga,Banawang,48,48,48,,,,,,,,,,,,,,,
PH083700000,PH083750000,PH083750005,Leyte,IFRC,Tunga,San Pedro,60,59,56,,,,,,,,,,,,,,,
PH083700000,PH083750000,PH083750006,Leyte,IFRC,Tunga,San Roque,37,37,37,,,,,,,,,,,,,,,
PH083700000,PH083750000,PH083750007,Leyte,IFRC,Tunga,San Vicente (Pob.),83,77,74,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002004,Samar (Western Samar),ICRC,Basey,Baloog,16,16,16,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002006,Samar (Western Samar),ICRC,Basey,Buenavista,60,60,60,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002007,Samar (Western Samar),ICRC,Basey,Burgos,78,78,78,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002010,Samar (Western Samar),ICRC,Basey,Cancaiyas,59,59,59,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002013,Samar (Western Samar),ICRC,Basey,Cogon,122,122,122,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002015,Samar (Western Samar),ICRC,Basey,Guintigui-an,41,41,41,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002017,Samar (Western Samar),ICRC,Basey,Balante,52,52,52,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002021,Samar (Western Samar),ICRC,Basey,Loog,179,179,179,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002022,Samar (Western Samar),ICRC,Basey,Mabini,305,304,304,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002024,Samar (Western Samar),ICRC,Basey,Manlilinab,35,35,35,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002025,Samar (Western Samar),ICRC,Basey,Del Pilar,118,118,118,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002026,Samar (Western Samar),ICRC,Basey,May-it,53,53,53,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002027,Samar (Western Samar),ICRC,Basey,Mongabong,25,25,25,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002033,Samar (Western Samar),ICRC,Basey,Pelit,65,65,65,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002041,Samar (Western Samar),ICRC,Basey,Roxas,135,135,135,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002050,Samar (Western Samar),ICRC,Basey,Villa Aurora,87,87,87,,,,,,,,,,,,,,,
PH086000000,PH086002000,PH086002052,Samar (Western Samar),ICRC,Basey,Bulao,70,70,70,,,,,,,,,,,,,,,
PH175300000,PH175307000,PH175307001,Palawan,Swiss Red Cross,Busuanga,Bogtong,48,48,,,,,,,,,,,,,,,,
PH175300000,PH175307000,PH175307002,Palawan,Swiss Red Cross,Busuanga,Buluang,129,128,,,,,,,,,,,,,,,,
PH175300000,PH175307000,PH175307006,Palawan,Swiss Red Cross,Busuanga,Maglalambay,75,75,,,,,,,,,,,,,,,,
PH175300000,PH175307000,PH175307013,Palawan,Swiss Red Cross,Busuanga,San Isidro,62,61,,,,,,,,,,,,,,,,
PH175300000,PH175307000,PH175307014,Palawan,Swiss Red Cross,Busuanga,San Rafael,42,41,,,,,,,,,,,,,,,,
PH175300000,PH175307000,#N/A,Palawan,Swiss Red Cross,Busuanga,New Quezon,56,56,,,,,,,,,,,,,,,,
PH175300000,PH175309000,PH175309003,Palawan,Swiss Red Cross,Coron,Borac,114,114,,,,,,,,,,,,,,,,
PH175300000,PH175309000,PH175309006,Palawan,Swiss Red Cross,Coron,Cabugao,143,137,,,,,,,,,,,,,,,,
PH175300000,PH175309000,PH175309009,Palawan,Swiss Red Cross,Coron,Decalachao,105,102,,,,,,,,,,,,,,,,
